Type,Text,URL
Link,Hardee Campus Ambassadors,https://www.southflorida.edu/current-students/student-activities-clubs/hardee-campus-ambassadors
Link,Jac Pac,https://www.southflorida.edu/current-students/student-activities-clubs/jac-pac
Link,Latin Student Organization,https://www.southflorida.edu/current-students/student-activities-clubs/latin-student-organization
Link,Phi Beta Lambda,https://www.southflorida.edu/current-students/student-activities-clubs/phi-beta-lambda
Link,Phi Theta Kappa,https://www.southflorida.edu/current-students/student-activities-clubs/phi-theta-kappa
Link,Radiography Club,https://www.southflorida.edu/current-students/student-activities-clubs/radiography-club
Link,Rotaract,https://www.southflorida.edu/current-students/student-activities-clubs/rotaract
Link,Soccer Club,https://www.southflorida.edu/current-students/student-activities-clubs/soccer-club
Link,Student Nurses Association,https://www.southflorida.edu/current-students/student-activities-clubs/student-nurses-association
Link,Student Practical Nurses,https://www.southflorida.edu/current-students/student-activities-clubs/student-practical-nurses
Link,Blackboard Connect,https://www.southflorida.edu/current-students/blackboard-connect
Link,Money-Back Guarantee,https://www.southflorida.edu/current-students/money-back-guarantee
Link,Community,https://www.southflorida.edu/community
Link,Community Hub,https://www.southflorida.edu/community/community-hub
Link,Title IX Sexual Harassment and Discrimination,https://www.southflorida.edu/community/title-ix-sexual-harassment
Link,Title IX Home,https://www.southflorida.edu/community/title-ix-sexual-harassment/title-ix-home
Link,Report an Incident,https://www.southflorida.edu/community/title-ix-sexual-harassment/report-an-incident
Link,Meet SFSC’s Title IX EA/EO Coordinators,https://www.southflorida.edu/community/title-ix-sexual-harassment/meet-sfscs-title-ix-coordinators
Link,Sexual Violence Reduction Tips,https://www.southflorida.edu/community/title-ix-sexual-harassment/sexual-violence-reduction-tips
Link,Title IX Resources,https://www.southflorida.edu/community/title-ix-sexual-harassment/resources
Link,Office for Civil Rights,https://www.southflorida.edu/community/title-ix-sexual-harassment/office-for-civil-rights
Link,Equal Access/Equal Opportunity Statement,https://www.southflorida.edu/community/title-ix-sexual-harassment/equal-accessequal-opportunity-statement
Link,Equal Access/Equal Opportunity Statement (en Español),https://www.southflorida.edu/community/title-ix-sexual-harassment/equal-accessequal-opportunity-statement-en-espanol
Link,Alumni,https://www.southflorida.edu/community/alumni
Link,Alumni Council and Founders Society,https://www.southflorida.edu/community/alumni/alumni-council-and-founders
Link,Alumni Spotlight,https://www.southflorida.edu/community/alumni/alumni-spotlight
Link,Benefits of Membership,https://www.southflorida.edu/community/alumni/benefits-of-membership
Link,Lifetime Alumni Members,https://www.southflorida.edu/community/alumni/benefits-of-membership/lifetime-alumni-members
Link,Request a Transcript,https://www.southflorida.edu/community/alumni/request-a-transcript
Link,Give Back. Get Involved.,https://www.southflorida.edu/community/alumni/give-back-get-involved
Link,Panther Impact Team,https://www.southflorida.edu/community/panther-impact-team
Link,Athletics,https://www.southflorida.edu/community/athletics
Link,Baseball,https://www.southflorida.edu/community/athletics/baseball
Link,Baseball Coach’s Corner,https://www.southflorida.edu/community/athletics/baseball/coaches-corner
Link,Baseball Roster,https://www.southflorida.edu/community/athletics/baseball/roster
Link,Baseball Camps,https://www.southflorida.edu/community/athletics/baseball/camp
Link,Baseball Schedule and Results,https://www.southflorida.edu/community/athletics/baseball/schedule-results
Link,Cross Country,https://www.southflorida.edu/community/athletics/cross-country
Link,Cross Country Coach’s Corner,https://www.southflorida.edu/community/athletics/cross-country/cross-country-coachs-corner
Link,Cross Country Roster,https://www.southflorida.edu/community/athletics/cross-country/roster
Link,Cross Country Schedule and Results,https://www.southflorida.edu/community/athletics/cross-country/schedule-results
Link,Softball,https://www.southflorida.edu/community/athletics/softball
Link,Softball Coach’s Corner,https://www.southflorida.edu/community/athletics/softball/coaches-corner
Link,Softball Roster,https://www.southflorida.edu/community/athletics/softball/roster
Link,Softball Camps,https://www.southflorida.edu/community/athletics/softball/camp
Link,Softball Schedule and Results,https://www.southflorida.edu/community/athletics/softball/schedule-results
Link,Volleyball,https://www.southflorida.edu/community/athletics/volleyball
Link,Volleyball Schedule and Results,https://www.southflorida.edu/community/athletics/volleyball/schedule-results
Link,Camps and Tryouts,https://www.southflorida.edu/community/athletics/volleyball/camp
Link,Volleyball Coach’s Corner,https://www.southflorida.edu/community/athletics/volleyball/coaches-corner
Link,Volleyball Roster,https://www.southflorida.edu/community/athletics/volleyball/roster
Link,Performing Arts,https://www.southflorida.edu/community/performing-arts
Link,SFSC Museum of Florida Art and Culture,https://www.southflorida.edu/community/museum-florida-art-culture
Link,Community Education,https://www.southflorida.edu/community/community-education
Link,Driver Education,https://www.southflorida.edu/community/community-education/driver-education
Link,Heartland Games,https://www.southflorida.edu/community/community-education/heartland-games-active-adults
Link,Lifetime Learners Institute,https://www.southflorida.edu/community/community-education/lifetime-learners
Link,Parent Education and Family Stabilization,https://www.southflorida.edu/community/community-education/parents-children-divorce
Link,Ed2Go Online Classes,https://www.southflorida.edu/community/community-education/ed2go
Link,Corporate Education,https://www.southflorida.edu/community/corporate-education
Link,Florida SBDC at USF,https://www.southflorida.edu/community/sbdc-heartland
Link,Post a Job,https://www.southflorida.edu/community/post-a-job
Link,Volunteer Opportunities,https://www.southflorida.edu/community/volunteer-opportunities
Link,Wildstein Center for the Performing Arts,https://www.southflorida.edu/community/volunteer-opportunities/ajw-center-volunteer
Link,Museum of Florida Art & Culture,https://www.southflorida.edu/community/volunteer-opportunities/museum-florida-art-culture
Link,Services for the Community,https://www.southflorida.edu/community/services-community
Link,Career Development Center,https://www.southflorida.edu/community/services-community/career-development-center
Link,Cosmetology Clinic,https://www.southflorida.edu/community/services-community/cosmetology-clinic
Link,Dental Hygiene Clinic,https://www.southflorida.edu/community/services-community/dental-hygiene-clinic
Link,Clinic Policies,https://www.southflorida.edu/community/services-community/dental-hygiene-clinic/policies
Link,Cost for Services,https://www.southflorida.edu/community/services-community/dental-hygiene-clinic/dental-fee-schedule
Link,Patient Rights,https://www.southflorida.edu/community/services-community/dental-hygiene-clinic/patient-rights
Link,Standards of Care,https://www.southflorida.edu/community/services-community/dental-hygiene-clinic/standards-care
Link,Treatment Consent Form,https://www.southflorida.edu/community/services-community/dental-hygiene-clinic/treatment-consent-form
Link,Institutional Review Board (IRB),https://www.southflorida.edu/community/institutional-review-board-irb
Link,Doing Business with SFSC,https://www.southflorida.edu/community/doing-business-with-sfsc
Link,Business Office,https://www.southflorida.edu/community/doing-business-with-sfsc/business-office
Link,Facilities,https://www.southflorida.edu/community/doing-business-with-sfsc/facilities
Link,General Information,https://www.southflorida.edu/community/doing-business-with-sfsc/facilities/general-information
Link,Related Links,https://www.southflorida.edu/community/doing-business-with-sfsc/facilities/related-links
Link,Purchasing,https://www.southflorida.edu/community/doing-business-with-sfsc/purchasing
Link,Active Bids,https://www.southflorida.edu/community/doing-business-with-sfsc/purchasing/active-bids
Link,Bid Results,https://www.southflorida.edu/community/doing-business-with-sfsc/purchasing/bid-results
Link,Dining,https://www.southflorida.edu/community/cafeteria
Link,Hotel Jacaranda,https://www.southflorida.edu/community/hotel-jacaranda
Link,Faculty & Staff,https://www.southflorida.edu/faculty-staff
Link,Faculty & Staff Hub,https://www.southflorida.edu/faculty-staff/faculty-staff-hub
Link,Panther Central,https://www.southflorida.edu/faculty-staff/panther-central
Link,Email,https://www.southflorida.edu/faculty-staff/email
Link,Daily Connection,https://www.southflorida.edu/faculty-staff/panther-tales
Link,Employee Directory,https://www.southflorida.edu/faculty-staff/employee-directory
Link,Association of Florida Colleges (AFC),https://www.southflorida.edu/faculty-staff/afc
Link,Become an AFC Member,https://www.southflorida.edu/faculty-staff/afc/become-member
Link,Calendar,https://www.southflorida.edu/faculty-staff/afc/calendar
Link,AFC Scholarships,https://www.southflorida.edu/faculty-staff/afc/scholarship
Link,Your AFC Officers,https://www.southflorida.edu/faculty-staff/afc/officers
Link,AFC Resources,https://www.southflorida.edu/faculty-staff/afc/resources
Link,Instructor Authorized Exams,https://www.southflorida.edu/faculty-staff/instructor-authorized-exams
Link,SafeColleges,https://www.southflorida.edu/faculty-staff/safecolleges
Link,Support SFSC,https://www.southflorida.edu/support-sfsc
Link,About the SFSC Foundation,https://www.southflorida.edu/support-sfsc/about-the-foundation
Link,Alumni Association,https://www.southflorida.edu/support-sfsc/alumni-association
Link,Annual Sponsors,https://www.southflorida.edu/support-sfsc/annual-sponsors
Link,Leave a Legacy,https://www.southflorida.edu/support-sfsc/leave-a-legacy
Link,Make an Impact,https://www.southflorida.edu/support-sfsc/donate-now
Link,FAQs for Donors,https://www.southflorida.edu/support-sfsc/faqs-for-donors
Link,Grants and Resource Development,https://www.southflorida.edu/support-sfsc/grants-and-resource-development
Link,Foundation Board of Directors,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors
Link,Board of Directors Meetings,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/board-directors-meetings
Link,2021 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/board-directors-meetings/2021-meeting-minutes
Link,2022 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/board-directors-meetings/2022-meeting-minutes
Link,2023 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/board-directors-meetings/2023-meeting-minutes
Link,2024 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/board-directors-meetings/2024-meeting-minutes
Link,2025 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/board-directors-meetings/2025-meeting-minutes
Link,Special Committee Meetings,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/committee-meetings
Link,2021 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/committee-meetings/2021-meeting-minutes
Link,2022 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/committee-meetings/2022-meeting-minutes
Link,Executive Committee Meetings,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/executive-committee-meetings
Link,2021 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/executive-committee-meetings/2021-meeting-minutes
Link,2022 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/executive-committee-meetings/2022-meeting-minutes
Link,2023 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/executive-committee-meetings/2023-meeting-minutes
Link,2024 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/executive-committee-meetings/2024-meeting-minutes
Link,2025 Meeting Minutes,https://www.southflorida.edu/support-sfsc/sfsc-foundation-board-of-directors/executive-committee-meetings/2025-meeting-minutes
Link,Foundation Events,https://www.southflorida.edu/support-sfsc/foundation-events
Link,GivingTuesday,https://www.southflorida.edu/support-sfsc/foundation-events/givingtuesday
Link,Million Dollar Hole-in-One Golf Shootout,https://www.southflorida.edu/support-sfsc/foundation-events/million-dollar-hole-one-golf-shootout
Link,Foundation Scholarships,https://www.southflorida.edu/support-sfsc/foundation-scholarships
Link,Take Stock in Children,https://www.southflorida.edu/support-sfsc/take-stock-children
Link,Become a Mentor,https://www.southflorida.edu/support-sfsc/take-stock-children/become-mentor
Link,Sponsor a Scholarship,https://www.southflorida.edu/support-sfsc/take-stock-children/sponsor-scholarship
Link,SFSC Foundation,https://www.southflorida.edu/support-sfsc/take-stock-children/sfsc-foundation
Link,"Register for Summer ClassesIt’s Possible to Afford CollegeAdult Education | GEDNewsSFSC Performing Arts Presents Curtain Up for the Community Raises Funds for Local GroupsSpring Commencement Closes Out 2024-25 Academic YearAssociate in Science in Nursing Graduates Honored in Pinning CeremonyStudent Commencement Speaker Plans to Pursue a Career in PsychologySFSC Celebrates Commencement with Two Ceremonies on May 8PantherAthleticsSFSCFoundationWildstein Center for the Performing ArtsMuseum of FloridaArts & CultureCalendarDistrict Board of Trustees MeetingWedJun 25Independence Day, College ClosedFriJul 4District Board of Trustees MeetingWed 1:00 pmJul 1:00 pm 23 1:00 pmDistrict Board of Trustees MeetingWed 1:00 pmAug 1:00 pm 27 1:00 pmLabor Day: College ClosedMonSep 1Thanksgiving Holiday: College ClosedSatNov 22ScoreboardScoreboardVolleyballBaseballSoftballNo scheduled games found for panther-baseball-schedule.No scheduled games found for panther-softball-schedule.No scheduled games found for panther-volleyball-schedule.Tweets by @SFSCPanthers600 West College DriveAvon Park, FL 33825863-453-6661© 2025 South Florida State CollegePublic RecordsTrusteesAccreditationCopyrightPoliciesProceduresPrivacySafety & Security",https://www.southflorida.edu/future-students/apply/steps-enrollment
Link,,/future-students/start-here
Link,Register for Summer Classes,https://www.southflorida.edu/mini-slide/register-for-summer-classes
Link,,/current-students/class-schedules
Link,,https://www.southflorida.edu/mini-slide/register-for-summer-classes
Link,It’s Possible to Afford College,https://www.southflorida.edu/mini-slide/its-possible-to-afford-college
Link,,https://www.southflorida.edu/current-students/financial-aid-scholarships
Link,,https://www.southflorida.edu/mini-slide/its-possible-to-afford-college
Link,Adult Education | GED,https://www.southflorida.edu/mini-slide/adult-education-ged
Link,,https://www.southflorida.edu/future-students/general-educational-development-program-ged
Link,,https://www.southflorida.edu/mini-slide/adult-education-ged
Link,,/college/campuses/maps-directions
Link,News,/college/news
Link,SFSC Performing Arts Presents Curtain Up for the Community Raises Funds for Local Groups,https://www.southflorida.edu/news/sfsc-performing-arts-presents-curtain-up-for-the-community-raises-funds-for-local-groups
Link,Spring Commencement Closes Out 2024-25 Academic Year,https://www.southflorida.edu/news/spring-commencement-closes-out-2024-25-academic-year
Link,Associate in Science in Nursing Graduates Honored in Pinning Ceremony,https://www.southflorida.edu/news/associate-in-science-in-nursing-graduates-honored-in-pinning-ceremony-7
Link,Student Commencement Speaker Plans to Pursue a Career in Psychology,https://www.southflorida.edu/news/student-commencement-speaker-plans-to-pursue-a-career-in-psychology
Link,SFSC Celebrates Commencement with Two Ceremonies on May 8,https://www.southflorida.edu/news/sfsc-celebrates-commencement-with-two-ceremonies-on-may-8
Link,,/community/athletics
Link,PantherAthletics,/community/athletics
Link,,/giving/sfsc-foundation
Link,SFSCFoundation,/giving/sfsc-foundation
Link,,//sfscarts.org
Link,Wildstein Center for the Performing Arts,//sfscarts.org
Link,,///community/museum-florida-art-culture
Link,Museum of FloridaArts & Culture,/community/museum-florida-art-culture
Link,Calendar,/college/calendar
Link,District Board of Trustees Meeting,https://www.southflorida.edu/events/event/district-board-of-trustees-meeting-11
Link,"Independence Day, College Closed",https://www.southflorida.edu/events/event/summer-term-independence-day-college-closed-2
Link,District Board of Trustees Meeting,https://www.southflorida.edu/events/event/district-board-of-trustees-meeting-12
Link,District Board of Trustees Meeting,https://www.southflorida.edu/events/event/district-board-of-trustees-meeting-13
Link,Labor Day: College Closed,https://www.southflorida.edu/events/event/labor-day-college-closed-2
Link,Thanksgiving Holiday: College Closed,https://www.southflorida.edu/events/event/thanksgiving-holiday-college-closed
Link,Scoreboard,/community/athletics
Link,,//www.facebook.com/sfscpanthers
Link,,//www.instagram.com/sfscpanthers
Link,,//twitter.com/SFSCPanthers
Link,Tweets by @SFSCPanthers,https://twitter.com/SFSCPanthers
Link,,/news/the-aspen-institute-names-sfsc-as-a-top-25-semifinalist-for-2023-aspen-prize
Link,,/future-students/veterans
Link,,/college/employment/tobacco-free-college
Link,Public Records,/public-records
Link,Trustees,/board-of-trustees
Link,Accreditation,/college/accreditation
Link,Copyright,/copyright
Link,Policies,/policies
Link,Procedures,/procedures
Link,Privacy,/privacy
Link,Safety & Security,/safety-security
Image,SFSC Logo,https://www.southflorida.edu/wp-content/themes/sfsc_2014/images/logo.png
Image,It's Possible at SFSC.,/wp-content/uploads/2024/07/Its-Possible-Website-Banner_February.jpg
Image,“Future,/wp-content/uploads/2016/06/askpetereplace.jpg
Image,It's possible to register now for summer classes. Click here to view the class schedule.,https://www.southflorida.edu/wp-content/uploads/2025/04/Register-Now-for-Summer-Classes-WEB.jpg
Image,It's possible to affordc college. Learn morea bout your options for financial assistance by clicking here.,https://www.southflorida.edu/wp-content/uploads/2025/01/Its-Possible-to-Afford-College.jpg
Image,Stay on track this summer to earn you GED! Learn more about SFSC's GED Prep Classes by clicking on this link. South Florida State College Adult Education programs offers GED and ESOL classes.,https://www.southflorida.edu/wp-content/uploads/2025/05/GED-Stay-on-Track-web-slide.png
Image,“Campus,/wp-content/uploads/2015/07/campus-map.jpg
Image,Panther Athletics,/wp-content/uploads/2018/09/webhome_athletics.jpg
Image,SFSC Foundation,/wp-content/uploads/2018/09/webhome_globe.jpg
Image,Wildstein Center for the Performing Arts,/wp-content/uploads/2021/04/WildsteinCenter-homepage.jpg
Image,Museum of Florida,/wp-content/uploads/2018/09/webhome_mofac.jpg
Image,Facebook icon,/wp-content/uploads/2015/01/facebook.jpg
Image,Instagram icon,/wp-content/uploads/2021/04/instagram-icon-home.png
Image,Twitter icon,/wp-content/uploads/2015/01/twitter-x-logo-png-9.png
Image,South Florida State College Logo,/wp-content/uploads/2014/08/sfsc-full-color.png
Image,Aspen Prize for Community College Excellence Semifinalist 2023,/wp-content/uploads/2022/04/AspenPrize_Semifinalist.png
Image,Military Friendly School,/wp-content/uploads/2020/03/MSFS24-25_Silver_300x300.png
Image,Tobacco Free,/wp-content/uploads/2015/01/ft-logo2.png
Text,Panther Central,
Text,Campus Maps,
Text,Transcripts,
Text,SearchSearch,
Text,"PagesThe CollegeWelcomeAbout SFSCStudent Achievement DataCampus MapsMaps & DirectionsHistoryMission StatementAccreditationCompliance ReportAdministrationOffice of the PresidentVice President for Academic Affairs and Student ServicesVice President for Administrative ServicesOrganizational ChartEmploymentHuman Resources Employment Process FAQPosition VacanciesSalary Schedule (PDF)Employee BenefitsPaid HolidaysEmployee Handbook (PDF)BENCOR Special Pay Plan (PDF)Social Security Collection and UsageAffordable Care Act Notice (PDF)Social Security Disclosure Summary (PDF)Tobacco-Free CollegeBecome Tobacco-FreeDrug-Free Workplace & CampusesTechnology Usage Acknowledgement (PDF)Employee Safety Manual (PDF)SFSC’s Annual Security and Fire Safety Report (PDF)CalendarsAcademic Calendar 2024-2025NewsSocial MediaHonoring Our Retirees2020sPast PresidentsEmeritiRetiree EventsCelebrating Our Trustees1960s1970s1980s1990s2000s2010s2020sFuture StudentsStart HereMake Smart College ChoicesSFSC Contact ListSend Me InfoPanther PATHwaysDegrees & ProgramsApplyFlorida Resident Declaration Form FRD-1Survival GuidesResidency Reclassification Appeal ProcessSteps to EnrollmentTransfer CreditTuition and FeesAdmissionsAdmissions Office FormsEnrollment Degree VerificationTranscriptsContact Admissions/Registrar OfficeOrientationTextbook AffordabilityRapid CredentialingVeteransAdditional Links & ResourcesApplication ProcessContact InformationFinancial AidMonthly Attendance VerificationVeterans Aid FAQsDual EnrollmentDual Enrollment Parent and Student HandbookEarly College ProgramDegree MapsBusiness Degree MapElementary Education MapEngineering MapHealth Sciences MapLiberal Arts MapHighlands Career Institute at SFSCProgramsLearning EnvironmentSupport ServicesHelpful LinksHSCB Highlands Career Institute WebsiteCourse Equivalency ListDual Enrollment ResourcesFlorida Statute 1007.271 Dual EnrollmentFlorida Statute 1007.273 Early College ProgramHonors ProgramGeneral Educational Development Program (GED)Adult Education SurveyEnglish for Speakers of Other Languages (ESOL)ESOL Admission Requirements (English)Requisitos para ESOL (Spanish)Adult Education SurveyAthleticsFinancial Aid and ScholarshipsAdvising & Counseling CenterTesting CenterStudent Housing2025-26 Housing2025-26 Housing Application2025-26 Student Housing Agreement2025-26 Student Housing Rates2025-26 Student Resident Handbook2025-26 Student Housing CalendarHousing Credit/Debit FormCurrent StudentsStudent HubPanther CentralDegrees & ProgramsAcademicsAssociate in Arts – AAAssociate in Arts DegreeArts and Sciences DepartmentsDegree Maps by MajorBiologyComputer ScienceUSF FUSE Transfer ProgramAccountingAccounting Technology – ASAccounting Applications – CCCAutomotiveAuto Service Technology – CCAuto Collision Technology Technician – CCBusinessBachelor of Applied Science in Supervision and Management (BAS-SM)Degree PlanBusiness Administration – ASBusiness Management – CCCCosmetologyCosmetology – CCCriminal Justice AcademyCriminal Justice Technology – ASCriminal Justice Training CalendarConcealed Weapons PermitLaw Enforcement Auxiliary Officer – CCLaw Enforcement to Correctional – CCFlorida Law Enforcement Academy- CCCorrectional Officer – CCCorrectional to Law EnforcementElectricityElectrical Apprenticeship ProgramElectrical Lineworker – CCElectronicsBiomedical Equipment Technician – ASComputer Engineering Technology – ASEmergency Medical ServicesEmergency Medical Services – ASEmergency Medical Technician (Basic)Admission Process (EMT)EMT FAQsParamedic – CCCAdmission Process (Paramedic)Paramedic FAQsEMS ContactsFire ScienceFire Science Technology – ASMinimum Standards Application ProcessFire Science FAQsFire Science ContactsHeating, Ventilation, Air-Conditioning/Refrigeration (HVAC/R)Heating, Ventilation, Air Conditioning/Refrigeration (HVAC/R) – CCCommercial Air Conditioning – APPHonors ProgramApplicationAdmission/Graduation RequirementsCoursesHonors ScholarshipsService LearningFacultyHospitalityProfessional Culinary Arts and Hospitality – CCIndustrial Management Technology – ASInformation TechnologyComputer Programming and Analysis – ASNetwork Systems Technology – ASComputer Programming – CCCNetwork Security – CCCMechatronicsAdvanced Manufacturing and Production Technology – CCEngineering Technology – ASPneumatics, Hydraulics, and Motors for Manufacturing – CCCMechatronics College Credit CertificatesMechatronics ContactsOffice Administration and ManagementOffice Management – CCCAdministrative Office Specialist – CCOffice Administration – ASSpecial ProgramsAdult EducationCorporate EducationAllied HealthBusiness and Professional DevelopmentComputer WorkshopsCommercial Vehicle DrivingPublic Services WorkshopsTechnical and Industrial EducationOnline ClassesReal Estate Online CoursesInsurance Agent Online CoursesRegisterAccelerated Career Training OnlineLeadership HighlandsSTEM ProgramsWhat is STEM?How to EnrollSTEMQuestPrograms of Study (PDF)Student Support ResourcesCareerSource HeartlandFitness CenterSyllabi for General Education CoursesCollege CatalogStudent HandbookClass SchedulesAdvising & CounselingTransfer StudentSurvival Skills 101Services for Students With DisabilitiesAdmissions FAQsContact Advising & CounselingLinks to Other UniversitiesDistance LearningDistance Learning OptionsEducational Technology ServicesBrightspaceBrightspace TutorialsMobile AppOnline Student Complaint ProcessCopyright InformationTransfer OpportunitiesFinancial Aid and ScholarshipsContact Financial AidEligibilityFinancial Aid FAQsFinancial Aid FormsFinancial Need CalculationGrantsLoansFederal Direct PLUS LoansFederal Direct Subsidized/Unsubsidized LoansPrivate Education Student LoansScholarship SourcesWork-StudyCashierTuition and FeesTuition Installment PlanGraduationGED GraduationFlorida Civic Literacy Exam (FCLE)Student Speaker for CommencementSFSC BookstoreRequest a TranscriptLibraryLibrary: Highlands CampusUser Name and PasswordLibrary: DeSoto CampusLibrary: Hardee CampusLibrary: Lake Placid CenterLibrary ServicesLibrary StaffLibrary Workshops and EventsResearch GuidesBook Study RoomsSchedule Appointment w/ LibrarianGet Help: Ask-A-LibrarianTesting and Assessment CenterFlorida Civic Literacy Exam (FCLE)Exam FeesPolicies & ProceduresAccuplacerATI TEAS Nursing Admission ExamScantronCollege Level Examination Program (CLEP)Distance LearningInstructor Authorized ExamsPearson VuePostsecondary Education Readiness Test (PERT)Test of Adult Basic Education (TABE)Highlands Campus (Avon Park) InformationClubs & ActivitiesStudent Government AssociationConstitutionSGA FormsYour SGA OfficersAfrican American AssociationAmerican Dental HygienistsArt ClubBasketball ClubCollege DemocratsCollege RepublicansCommunications ClubDental Students AssociationDeSoto Campus AmbassadorsHardee Campus AmbassadorsJac PacLatin Student OrganizationPhi Beta LambdaPhi Theta KappaRadiography ClubRotaractSoccer ClubStudent Nurses AssociationStudent Practical NursesBlackboard ConnectMoney-Back GuaranteeCommunityCommunity HubTitle IX Sexual Harassment and DiscriminationTitle IX HomeReport an IncidentMeet SFSC’s Title IX EA/EO CoordinatorsSexual Violence Reduction TipsTitle IX ResourcesOffice for Civil RightsEqual Access/Equal Opportunity StatementEqual Access/Equal Opportunity Statement (en Español)AlumniAlumni Council and Founders SocietyAlumni SpotlightBenefits of MembershipLifetime Alumni MembersRequest a TranscriptGive Back. Get Involved.Panther Impact TeamAthleticsBaseballBaseball Coach’s CornerBaseball RosterBaseball CampsBaseball Schedule and ResultsCross CountryCross Country Coach’s CornerCross Country RosterCross Country Schedule and ResultsSoftballSoftball Coach’s CornerSoftball RosterSoftball CampsSoftball Schedule and ResultsVolleyballVolleyball Schedule and ResultsCamps and TryoutsVolleyball Coach’s CornerVolleyball RosterPerforming ArtsSFSC Museum of Florida Art and CultureCommunity EducationDriver EducationHeartland GamesLifetime Learners InstituteParent Education and Family StabilizationEd2Go Online ClassesCorporate EducationFlorida SBDC at USFPost a JobVolunteer OpportunitiesWildstein Center for the Performing ArtsMuseum of Florida Art & CultureServices for the CommunityCareer Development CenterCosmetology ClinicDental Hygiene ClinicClinic PoliciesCost for ServicesPatient RightsStandards of CareTreatment Consent FormInstitutional Review Board (IRB)Doing Business with SFSCBusiness OfficeFacilitiesGeneral InformationRelated LinksPurchasingActive BidsBid ResultsDiningHotel JacarandaFaculty & StaffFaculty & Staff HubPanther CentralEmailDaily ConnectionEmployee DirectoryAssociation of Florida Colleges (AFC)Become an AFC MemberCalendarAFC ScholarshipsYour AFC OfficersAFC ResourcesInstructor Authorized ExamsSafeCollegesSupport SFSCAbout the SFSC FoundationAlumni AssociationAnnual SponsorsLeave a LegacyMake an ImpactFAQs for DonorsGrants and Resource DevelopmentFoundation Board of DirectorsBoard of Directors Meetings2021 Meeting Minutes2022 Meeting Minutes2023 Meeting Minutes2024 Meeting Minutes2025 Meeting MinutesSpecial Committee Meetings2021 Meeting Minutes2022 Meeting MinutesExecutive Committee Meetings2021 Meeting Minutes2022 Meeting Minutes2023 Meeting Minutes2024 Meeting Minutes2025 Meeting MinutesFoundation EventsGivingTuesdayMillion Dollar Hole-in-One Golf ShootoutFoundation ScholarshipsTake Stock in ChildrenBecome a MentorSponsor a ScholarshipSFSC Foundation",
Text,The CollegeWelcomeAbout SFSCStudent Achievement DataCampus MapsMaps & DirectionsHistoryMission StatementAccreditationCompliance ReportAdministrationOffice of the PresidentVice President for Academic Affairs and Student ServicesVice President for Administrative ServicesOrganizational ChartEmploymentHuman Resources Employment Process FAQPosition VacanciesSalary Schedule (PDF)Employee BenefitsPaid HolidaysEmployee Handbook (PDF)BENCOR Special Pay Plan (PDF)Social Security Collection and UsageAffordable Care Act Notice (PDF)Social Security Disclosure Summary (PDF)Tobacco-Free CollegeBecome Tobacco-FreeDrug-Free Workplace & CampusesTechnology Usage Acknowledgement (PDF)Employee Safety Manual (PDF)SFSC’s Annual Security and Fire Safety Report (PDF)CalendarsAcademic Calendar 2024-2025NewsSocial MediaHonoring Our Retirees2020sPast PresidentsEmeritiRetiree EventsCelebrating Our Trustees1960s1970s1980s1990s2000s2010s2020s,
Text,WelcomeAbout SFSCStudent Achievement Data,
Text,About SFSCStudent Achievement Data,
Text,Student Achievement Data,
Text,Campus MapsMaps & Directions,
Text,Maps & Directions,
Text,History,
Text,Mission Statement,
Text,AccreditationCompliance Report,
Text,Compliance Report,
Text,AdministrationOffice of the PresidentVice President for Academic Affairs and Student ServicesVice President for Administrative ServicesOrganizational Chart,
Text,Office of the President,
Text,Vice President for Academic Affairs and Student Services,
Text,Vice President for Administrative Services,
Text,Organizational Chart,
Text,EmploymentHuman Resources Employment Process FAQPosition VacanciesSalary Schedule (PDF)Employee BenefitsPaid HolidaysEmployee Handbook (PDF)BENCOR Special Pay Plan (PDF)Social Security Collection and UsageAffordable Care Act Notice (PDF)Social Security Disclosure Summary (PDF)Tobacco-Free CollegeBecome Tobacco-FreeDrug-Free Workplace & CampusesTechnology Usage Acknowledgement (PDF)Employee Safety Manual (PDF)SFSC’s Annual Security and Fire Safety Report (PDF),
Text,Human Resources Employment Process FAQ,
